End,0.000016
For,0.000113
Speaker THD Value @1850Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @1900Hz,0.000103
End,0.000016
For,0.000113
Speaker THD Value @1950Hz,0.000097
End,0.000016
For,0.00012
Speaker THD Value @2000Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @2060Hz,0.000102
End,0.000022
For,0.000177
Speaker THD Value @2120Hz,0.000145
End,0.000024
For,0.000175
Speaker THD Value @2180Hz,0.000124
End,0.00002
For,0.000157
Speaker THD Value @2240Hz,0.000111
End,0.000016
For,0.000114
Speaker THD Value @2300Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @2360Hz,0.000096
End,0.000016
For,0.000115
Speaker THD Value @2430Hz,0.000105
End,0.000017
For,0.000114
Speaker THD Value @2500Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @2580Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @2650Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @2720Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @2800Hz,0.000096
End,0.000016
For,0.000116
Speaker THD Value @2900Hz,0.000107
End,0.000016
For,0.000114
Speaker THD Value @3000Hz,0.000097
End,0.000017
For,0.000114
Speaker THD Value @3070Hz,0.000097
End,0.000016
For,0.000115
Speaker THD Value @3150Hz,0.000104
End,0.000016
For,0.000114
Speaker THD Value @3250Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @3350Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @3450Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @3550Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @3650Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @3750Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @3870Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @4000Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @4120Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @4250Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @4370Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @4500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @4620Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @4750Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @4870Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @5000Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @5150Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @5300Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @5450Hz,0.000096
End,0.000016
For,0.00012
Speaker THD Value @5600Hz,0.000106
End,0.000017
For,0.000114
Speaker THD Value @5800Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @6000Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @6150Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @6300Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @6500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @6700Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @6900Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @7100Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @7300Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @7500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @7750Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @8000Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @8250Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @8500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @8750Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @9000Hz,0.000096
End,0.000017
For,0.000114
Speaker THD Value @9250Hz,0.000096
End,0.000017
For,0.000114
Speaker THD Value @9500Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @9750Hz,0.000096
End,0.000016
For,0.000115
Speaker THD Value @10000Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @10300Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @10600Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @10900Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @11200Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @11500Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @11800Hz,0.000097
End,0.000016
For,0.000114
Speaker THD Value @12200Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @12500Hz,0.000096
End,0.000017
For,0.000114
Speaker THD Value @12800Hz,0.000097
End,0.000016
For,0.000115
Speaker THD Value @13200Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @13600Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @14000Hz,0.000096
End,0.000016
For,0.000114
Speaker THD Value @14500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @15000Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @15500Hz,0.000096
End,0.000016
For,0.000119
Speaker THD Value @16000Hz,0.000098
End,0.000016
For,0.000113
Speaker THD Value @16500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @17000Hz,0.000096
End,0.000016
For,0.000115
Speaker THD Value @17500Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @18000Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @18500Hz,0.000097
End,0.000016
For,0.000113
Speaker THD Value @19000Hz,0.000096
End,0.000016
For,0.000115
Speaker THD Value @19500Hz,0.000096
End,0.000016
For,0.000113
Speaker THD Value @20000Hz,0.000096
End,0.000016
Gap_50_Minus_1900,0.00004
Disconnect,1.074184
